,Title,Type,Price,Location,Bathrooms,Size,Purpose,Bedrooms,Property Added
1085,Spacious Prime Location House Is Available In Falcon Complex New Malir For sale,House,PKR11.9 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 day ago
1086,Prime Location House Of 500 Square Yards Available For sale In Falcon Complex New Malir,House,PKR11.8 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 day ago
1087,Ideal Prime Location House For sale In Falcon Complex New Malir,House,PKR12 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 day ago
1088,Get In Touch Now To Buy A 350 Square Yards House In Falcon Complex New Malir,House,PKR8.5 Crore,"Malir, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,1 day ago
1089,A Stunning House Is Up For Grabs In Falcon Complex New Malir Karachi,House,PKR8.5 Crore,"Malir, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,1 day ago
1090,427 Square Yards House For Sale In Cantt,House,PKR9.6 Crore,"Cantt, Karachi, Sindh",5,427 Sq. Yd.,For Sale,5,1 week ago
1091,272 SQYD Villa,House,PKR2.6 Crore,"Bahria Town Karachi, Karachi, Sindh",6,272 Sq. Yd.,For Sale,5,1 week ago
1092,Flat Available For Sale 1 Floor Brand New,Flat,PKR65 Lakh,"Golimar, Karachi, Sindh",2,78 Sq. Yd.,For Sale,3,1 week ago
1093,Brand New 3 Beds Flat For Sale In Block 1,Flat,PKR2.4 Crore,"Clifton, Karachi, Sindh",3,183 Sq. Yd.,For Sale,3,1 week ago
1094,240 Yards Double Story Bungalow Block D,House,PKR4.65 Crore,"Naya Nazimabad, Karachi, Sindh",6,27 Sq. Yd.,For Sale,6,1 week ago
1095,FRESH BOOKING IN PENANSULA COMMERCIAL PHASE 08 DHA KARACHI,Flat,PKR3.75 Crore,PKR1.31 Crore,PKR12.19 Lakh,20 Months,"DHA Defence, Karachi, Sindh",3,174 Sq. Yd.
1096,PNT Colony Gizri Road Flat For Sale,Flat,PKR80 Lakh,"P & T Colony, Karachi, Sindh",3,161 Sq. Yd.,For Sale,3,1 week ago
1097,Apartment For Sale,Flat,PKR4.5 Crore,"Clifton, Karachi, Sindh",4,244 Sq. Yd.,For Sale,3,1 week ago
1098,North Nazimabad Block J Corner Portion Available For Sale,Upper Portion,PKR85 Lakh,"North Nazimabad, Karachi, Sindh",2,100 Sq. Yd.,For Sale,2,1 week ago
1099,Ground Plus 2 Park Facing West Open,House,PKR12 Crore,"North Nazimabad, Karachi, Sindh",6,630 Sq. Yd.,For Sale,10,1 week ago
1100,2 Bedrooms Studio Apartment For Sale In Sehar Commercial Dha Karachi,Flat,PKR60 Lakh,"DHA Defence, Karachi, Sindh",2,56 Sq. Yd.,For Sale,2,2 days ago
1101,1100 Sq Feet Apartment For Sale In Sehar Commercial DHA Karachi,Flat,PKR1.45 Crore,"DHA Defence, Karachi, Sindh",2,122 Sq. Yd.,For Sale,3,2 days ago
1102,Authorized Listing - Most Competitive Priced - 500 Yards - Under Construction House - Phase-VIII ZONE-A - Front 65 - 1+3 Bedrooms - Outdoor Swimming Pool !,House,PKR14.9 Crore,"DHA Defence, Karachi, Sindh",5,500 Sq. Yd.,For Sale,4,2 days ago
1103,1200 Square Feet Flat In Karachi Is Available For Sale,Flat,PKR1.1 Crore,"Federal B Area, Karachi, Sindh",3,133 Sq. Yd.,For Sale,3,2 days ago
1104,SPACIOUS DESIGN PHASE 8 BRAND NEW BUNGALOW FOR SALE,House,PKR4.95 Crore,"DHA Defence, Karachi, Sindh",4,100 Sq. Yd.,For Sale,3,2 days ago
1105,Beautiful BUNGALOW FOR SALE BEST LOCATION,House,PKR15 Crore,"North Nazimabad, Karachi, Sindh",6,"1,000 Sq. Yd.",For Sale,8,2 days ago
1106,"RANA RESIDENCY, 3 BED DD",Flat,PKR2.5 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",3,178 Sq. Yd.,For Sale,3,2 days ago
1107,Brand New 350 Sq Y SD House For Sale In Falcon Complex New Malir,House,PKR8.8 Crore,"Malir, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,1 day ago
1108,350 Square Yards House For sale In Falcon Complex New Malir Karachi,House,PKR8.45 Crore,"Malir, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,1 day ago
1109,Double story-3 side corner west open120 Sq-yards house near Ayub Manzil,House,PKR3.25 Crore,"Federal B Area, Karachi, Sindh",6,120 Sq. Yd.,For Sale,9,1 day ago
1110,Gorgeous Prime Location 500 Square Yards House For Sale Available In Falcon Complex New Malir,House,PKR11.9 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 day ago
1111,A Stunning Prime Location House Is Up For Grabs In Falcon Complex New Malir Karachi,House,PKR12 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 day ago
1112,"Prime Location 500 Square Yards House In Only Rs. 110,000,000",House,PKR12.1 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 day ago
1113,Your Search For Prime Location House In Karachi Ends Here,House,PKR12 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 day ago
1114,A Perfect Prime Location House Awaits You In Falcon Complex New Malir Karachi,House,PKR12 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 day ago
1115,Stunning Prime Location 1550 Square Feet Flat In Gulshan-e-Iqbal - Block 10-A Available,Flat,PKR1.4 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,172 Sq. Yd.,For Sale,3,1 week ago
1116,Prime Location Flat For Sale Is Readily Available In Prime Location Of Saima Royal Residency,Flat,PKR3.1 Crore,"Rashid Minhas Road, Karachi, Sindh",3,189 Sq. Yd.,For Sale,3,1 week ago
1117,On Excellent Location Upper Portion Is Available For Sale In North Nazimabad - Block D,Upper Portion,PKR2.8 Crore,"North Nazimabad, Karachi, Sindh",3,280 Sq. Yd.,For Sale,3,1 week ago
1118,On Excellent Location Affordable House For sale In North Nazimabad - Block H,House,PKR7.2 Crore,"North Nazimabad, Karachi, Sindh",6,233 Sq. Yd.,For Sale,10,1 week ago
1119,Prime Location 120 Square Yards House Up For sale In Buffer zone - Sector 15-A/3,House,PKR4.15 Crore,"North Karachi, Karachi, Sindh",6,120 Sq. Yd.,For Sale,6,1 week ago
1120,Prime Location North Nazimabad - Block D House Sized 200 Square Yards For Sale,House,PKR6.25 Crore,"North Nazimabad, Karachi, Sindh",6,200 Sq. Yd.,For Sale,6,1 week ago
1121,Shah Latif Town 80 Yards Brand New House For Sale,House,PKR48.5 Lakh,"Bin Qasim Town, Karachi, Sindh",2,80 Sq. Yd.,For Sale,3,1 week ago
1122,RCC House Is Available For Sale,House,PKR1.08 Crore,"Gadap Town, Karachi, Sindh",4,84 Sq. Yd.,For Sale,6,1 week ago
1123,Centrally Located Prime Location Flat Available In Shahra-e-Faisal For sale,Flat,PKR8.35 Crore,"Shahra-e-Faisal, Karachi, Sindh",5,444 Sq. Yd.,For Sale,4,1 week ago
1124,1600 Sq Feet Flat For Sale In Defence Skyline Building Shaheed-E-Millat Road Karachi,Flat,PKR2.75 Crore,"Shaheed-e-Millat Expressway, Karachi, Sindh",3,178 Sq. Yd.,For Sale,3,2 days ago
1125,3 Bedrooms First Floor Apartment For Sale In Phase VIII DHA Karachi,Flat,PKR6.7 Crore,"DHA Defence, Karachi, Sindh",3,361 Sq. Yd.,For Sale,3,2 days ago
1126,Flat For sale 3Bed DD sector J Askari 5,Flat,PKR4 Crore,"Cantt, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,1 day ago
1127,A very unique 2nd floor west open Option For Sale is Available In Askari 5,Flat,PKR4.15 Crore,"Cantt, Karachi, Sindh",3,289 Sq. Yd.,For Sale,3,1 day ago
1128,4 Bed Flat On Prime Location Is Available For Sale In G 9 Building SEC J ASK V MALIR,Flat,PKR4.7 Crore,"Cantt, Karachi, Sindh",5,367 Sq. Yd.,For Sale,4,1 day ago
1129,Brand New Flat For Sale Sector J Askari 5,Flat,PKR4.2 Crore,"Cantt, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,1 day ago
1130,You Can Find A Gorgeous House For sale In Askari 5 - Sector G,House,PKR8.85 Crore,"Cantt, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 day ago
1131,To Sale You Can Find Spacious Prime Location House In Askari 5 - Sector G,House,PKR9.3 Crore,"Cantt, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 day ago
1132,Prime Location Askari 5 - Sector J Flat Sized 3000 Square Feet Is Available,Flat,PKR4.9 Crore,"Cantt, Karachi, Sindh",4,333 Sq. Yd.,For Sale,4,1 day ago
1133,Prime Location 3000 Square Feet Flat For sale Is Available In Askari 5 - Sector J,Flat,PKR4.7 Crore,"Cantt, Karachi, Sindh",4,333 Sq. Yd.,For Sale,4,1 day ago
1134,Brand New Luxury House For Sale,House,PKR2.2 Crore,"Scheme 33, Karachi, Sindh",5,130 Sq. Yd.,For Sale,4,1 week ago
1135,Centrally Located Prime Location House In PECHS Block 3 Is Available For Sale,House,PKR8 Crore,"Jamshed Town, Karachi, Sindh",5,150 Sq. Yd.,For Sale,5,1 week ago
1136,666 Sq Yards Planning 2+3 Beautiful Bungalow For Sale dha phase 8 karachi,House,PKR14.5 Crore,"DHA Defence, Karachi, Sindh",6,666 Sq. Yd.,For Sale,5,1 week ago
1137,A Flat Of 1050 Square Feet In Rs. 12600000,Flat,PKR1.26 Crore,"Chapal Courtyard, Karachi, Sindh",2,117 Sq. Yd.,For Sale,2,1 week ago
1138,2 Bed DD First Floor In Saima Green Valley,Flat,PKR70 Lakh,"Gadap Town, Karachi, Sindh",3,100 Sq. Yd.,For Sale,3,1 week ago
1139,APARTMENT AVAILABLE FOR SALE IN BADAR COMMERCIAL 2ND FLOOR 950 SQUARE FEET,Flat,PKR1.2 Crore,"DHA Defence, Karachi, Sindh",3,106 Sq. Yd.,For Sale,2,1 week ago
1140,APARTMENT AVAILABLE FOR SALE IN 900 SQUARE FEET BADAR COMMERCIAL STREET 9 DEMAND 95 LAC 1ST FLOOR WITH MAZZENINE LIFT,Flat,PKR95 Lakh,"DHA Defence, Karachi, Sindh",3,100 Sq. Yd.,For Sale,2,1 week ago
1141,SUNRISE APARTMENTS CLIFTON BLOCK 1 8TH FLOOR AVAILABLE FOR SALE IN CLIFTON KARACHI,Flat,PKR2.25 Crore,"Clifton, Karachi, Sindh",4,222 Sq. Yd.,For Sale,3,1 week ago
1142,2 Bedroom Flat For Sale In Phase II-Ext DHA Karachi,Flat,PKR85 Lakh,"DHA Defence, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,2 days ago
1143,250 Yards Bungalow For Sale In Phase VII DHA Karachi,House,PKR6.25 Crore,"DHA Defence, Karachi, Sindh",4,250 Sq. Yd.,For Sale,4,2 days ago
1144,"Prime Location House For sale In Rs. 90,000,000",House,PKR9 Crore,"Malir, Karachi, Sindh",5,350 Sq. Yd.,For Sale,4,1 day ago
1145,"Prime Location House For Sale In Rs. 94,000,000",House,PKR9 Crore,"Malir, Karachi, Sindh",5,350 Sq. Yd.,For Sale,4,1 day ago
1146,"Prime Location Batch 27 House For Sale In Rs. 95,000,000",House,PKR9.05 Crore,"Malir, Karachi, Sindh",5,350 Sq. Yd.,For Sale,4,1 day ago
1147,Brand New Sd House For Sale In Luxurious Location Of Afohs New Malir,House,PKR8.8 Crore,"Malir, Karachi, Sindh",5,350 Sq. Yd.,For Sale,4,1 day ago
1148,Brand New Sd House For Sale In Luxurious Location Of Afohs New Malir,House,PKR8.95 Crore,"Malir, Karachi, Sindh",5,350 Sq. Yd.,For Sale,4,1 day ago
1149,A Good Option For Sale Inside Malir Cantt Falcon Complex,House,PKR6.55 Crore,"Cantt, Karachi, Sindh",4,350 Sq. Yd.,For Sale,5,1 day ago
1150,Brigadier House Available For Sale In Askari 4,House,PKR14.75 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",6,500 Sq. Yd.,For Sale,5,1 day ago
1151,Brand New 3 Bed Flat With Lift For Sale Askari 4,Flat,PKR7.25 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",4,289 Sq. Yd.,For Sale,3,1 day ago
1152,"Prime Location Flat Of 1800 Square Feet Is Available For Sale In DHA Phase 8, Karachi",Flat,PKR5.4 Crore,PKR54 Lakh,PKR8.1 Lakh,60 Months,"DHA Defence, Karachi, Sindh",2,200 Sq. Yd.
1153,Prime Location In DHA Phase 8 Flat For Sale Sized 2400 Square Feet,Flat,PKR7 Crore,PKR70 Lakh,PKR10.5 Lakh,60 Months,"DHA Defence, Karachi, Sindh",3,267 Sq. Yd.
1154,A Spacious Prime Location 1050 Square Feet Flat In DHA Phase 8,Flat,PKR3 Crore,PKR30 Lakh,PKR4.5 Lakh,60 Months,"DHA Defence, Karachi, Sindh",1,117 Sq. Yd.
1155,DHA Phase 6 Ittahad Commercial Main Khy E Ghazi Apartments Available For Sale 3rd Floor,Flat,PKR2.5 Crore,"DHA Defence, Karachi, Sindh",3,156 Sq. Yd.,For Sale,3,1 week ago
1156,Flat For Sale In Gulistan E Jauhar Block 10,Flat,PKR1.7 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",3,178 Sq. Yd.,For Sale,3,1 week ago
1157,Brand New Apartment Lucky One For Sale,Flat,PKR3.48 Crore,"Rashid Minhas Road, Karachi, Sindh",4,209 Sq. Yd.,For Sale,3,1 week ago
1158,Lakhani Fantasia 1 Bed Lounge Leased Apartment For Sell,Flat,PKR57 Lakh,"Scheme 33, Karachi, Sindh",1,50 Sq. Yd.,For Sale,1,1 week ago
1159,Harmain Royal Residency Gulshan E Iqbal Block 1,Flat,PKR1.72 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,172 Sq. Yd.,For Sale,3,13 hours ago
1160,RANA RESIDENCY -Flat For Sale,Flat,PKR2.6 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",4,200 Sq. Yd.,For Sale,3,1 week ago
1161,Apartment For Sale Royal Tower 2000 Sq Feet In Qayyumabad Chowrangi Karachi,Flat,PKR3.6 Crore,"Qayyumabad, Karachi, Sindh",3,222 Sq. Yd.,For Sale,3,2 days ago
1162,500 Yards Bungalow For Sale In Phase VIII DHA Karachi,House,PKR9.9 Crore,"DHA Defence, Karachi, Sindh",4,500 Sq. Yd.,For Sale,4,2 days ago
1163,Fatima Ali Tower Brand New Flat Project Near To Jamali Pul,Flat,PKR1.35 Crore,PKR3 Lakh,PKR1.5 Lakh,36 Months,"Scheme 33, Karachi, Sindh",4,179 Sq. Yd.
1164,Ih House Near Mosque For Sale,House,PKR12.2 Crore,"Malir, Karachi, Sindh",6,500 Sq. Yd.,For Sale,5,1 day ago
1165,gorgeous 750 sq yard house for sale,House,PKR17.8 Crore,"Cantt, Karachi, Sindh",-,750 Sq. Yd.,For Sale,6,1 day ago
1166,Gorgeous 750 Sq Yard House For Sale In DOHS 1,House,PKR17.4 Crore,"Cantt, Karachi, Sindh",-,750 Sq. Yd.,For Sale,6,1 day ago
1167,Brand New Big House 375 Sq Yard For Sale,House,PKR6.3 Crore,"Cantt, Karachi, Sindh",6,375 Sq. Yd.,For Sale,5,1 day ago
1168,G PLUS 3 BUILDING 3RD FLOOR FLAT FOR SALE,Flat,PKR3.35 Crore,"Cantt, Karachi, Sindh",4,250 Sq. Yd.,For Sale,3,1 day ago
1169,427 Square Yards House For sale In The Perfect Location Of Askari 5 - Sector H,House,PKR9.3 Crore,"Cantt, Karachi, Sindh",5,427 Sq. Yd.,For Sale,5,1 day ago
1170,Kings Cottages 3 bed drawing dining Appartment Block 7 Gulistan-e-Jauhar,Flat,PKR1.65 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",3,167 Sq. Yd.,For Sale,3,1 day ago
1171,Kings Palm Residency 2 bed drawing dining Appartment On Sale Block 3a Jauhar,Flat,PKR1.6 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",2,178 Sq. Yd.,For Sale,2,1 day ago
1172,"Leased 3 Bed Dd West Open Almost Brand New Apartment For Sell In Saima Royal Residency, Main Rashid Minhas Road Gulshan-E-Iqbal Block:02",Flat,PKR2.7 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,209 Sq. Yd.,For Sale,3,1 week ago
1173,Leased Saima Royal Residency Leased Flat Available For Sale,Flat,PKR2.7 Crore,"Rashid Minhas Road, Karachi, Sindh",4,209 Sq. Yd.,For Sale,3,1 week ago
1174,HARMAIN ROYAL RESIDENCY APARTMENT AVAILABLE FOR SALE 3/4 BED ROOMS,Flat,PKR1.8 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,172 Sq. Yd.,For Sale,3,1 week ago
1175,Extra Ordinary Brand New Two Unit House Is Up For Sale,House,PKR22 Crore,"DHA Defence, Karachi, Sindh",-,500 Sq. Yd.,For Sale,6,1 week ago
1176,"Peaceful Location , Best Project",Flat,PKR5.5 Crore,"Bath Island, Karachi, Sindh",3,267 Sq. Yd.,For Sale,3,1 week ago
1177,Brand New Double Storey House Available For Sale,House,PKR2.25 Crore,"Scheme 33, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,1 week ago
1178,A Well Designed House Is Up For Sale In An Ideal Location In Karachi,House,PKR12.95 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 week ago
1179,2 Bed Drawing Lounge Apartment Available For Sale,Flat,PKR1.05 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",2,111 Sq. Yd.,For Sale,2,1 week ago
1180,Portion Available For Sale With Roof,Upper Portion,PKR3.5 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,1 week ago
1181,Prime Location Property For Sale In Frere Town Is Available Under Rs. 40000000,Flat,PKR4 Crore,"Frere Town, Karachi, Sindh",4,194 Sq. Yd.,For Sale,3,1 week ago
1182,3 Bedrooms 3rd Floor Apartment For Sale In Phase VII DHA Karachi,Flat,PKR3.5 Crore,"DHA Defence, Karachi, Sindh",3,189 Sq. Yd.,For Sale,3,2 days ago
1183,666 Yards Bungalow for Sale in Phase VI DHA,House,PKR13.5 Crore,"DHA Defence, Karachi, Sindh",5,666 Sq. Yd.,For Sale,6,2 days ago
1184,Become Owner Of Your Prime Location House Today Which Is Centrally Located In Bahria Town - Precinct 27 In Karachi,House,PKR1.5 Crore,"Bahria Town Karachi, Karachi, Sindh",3,235 Sq. Yd.,For Sale,3,2 days ago
1185,Centrally Located Prime Location House In State Bank Employees Housing Society Is Available For Sale,House,PKR1.48 Crore,"Scheme 33, Karachi, Sindh",4,240 Sq. Yd.,For Sale,6,2 days ago
1186,A House At Affordable Price Awaits You,House,PKR2.35 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",5,120 Sq. Yd.,For Sale,6,2 days ago
1187,Flat Available For Sale,Flat,PKR94 Lakh,"Scheme 33, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,2 days ago
1188,New House Available For Sale,House,PKR1.5 Crore,"Scheme 33, Karachi, Sindh",6,120 Sq. Yd.,For Sale,5,2 days ago
1189,Ideal Flat In Karachi Available For Rs. 41500000,Flat,PKR4.15 Crore,"Cantt, Karachi, Sindh",3,289 Sq. Yd.,For Sale,3,1 day ago
1190,"175 Square Yards 3 Bed Lounge Designer Portion
Block 1 Gulistan-E-Jauhar",Lower Portion,PKR1.85 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",3,175 Sq. Yd.,For Sale,2,1 day ago
1191,200 Square Yards Second Floor With Roof Portion For Sale Block 3a Jauhar,Upper Portion,PKR1.7 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,1 day ago
1192,2600 Square Feet Flat For Sale In Beautiful Askari 5 - Sector E,Flat,PKR4.15 Crore,"Cantt, Karachi, Sindh",3,289 Sq. Yd.,For Sale,3,1 day ago
1193,"Out-Class 120 Yards Double Storey House Available In Block-5, Saadi Town",House,PKR2.25 Crore,"Scheme 33, Karachi, Sindh",5,120 Sq. Yd.,For Sale,4,2 hours ago
1194,newly constructed 120 yards super double story house block-5 saadi town,House,PKR2.15 Crore,"Scheme 33, Karachi, Sindh",5,120 Sq. Yd.,For Sale,4,2 hours ago
1195,"VIP constructed 240 yards newly double story house available in block-4, saadi town contact TARIQ",House,PKR3.85 Crore,"Scheme 33, Karachi, Sindh",6,240 Sq. Yd.,For Sale,6,2 hours ago
1196,Prime Location 240 Square Yards House In Beautiful Location Of Saadi Town - Block 7 In Karachi,House,PKR3.7 Crore,"Scheme 33, Karachi, Sindh",6,240 Sq. Yd.,For Sale,6,1 day ago
1197,Centrally Located Prime Location Upper Portion In Khalid Bin Walid Road Is Available For Sale,Upper Portion,PKR5 Crore,"Khalid Bin Walid Road, Karachi, Sindh",4,244 Sq. Yd.,For Sale,4,1 week ago
1198,A Palatial Residence For Prime Location Sale In PECHS Block 2 Karachi,Upper Portion,PKR5.25 Crore,"Jamshed Town, Karachi, Sindh",4,244 Sq. Yd.,For Sale,4,1 week ago
1199,Your Search For Prime Location Flat In Shaheed Millat Road Ends Here,Flat,PKR5 Crore,"Shaheed Millat Road, Karachi, Sindh",4,244 Sq. Yd.,For Sale,4,1 week ago
1200,Prime Location In PECHS Block 6 1550 Square Feet Flat For Sale,Flat,PKR3.5 Crore,"Jamshed Town, Karachi, Sindh",3,172 Sq. Yd.,For Sale,3,1 week ago
1201,Prime Location Flat Of 2400 Square Feet For Sale In Shahra-E-Qaideen,Flat,PKR5.25 Crore,"Shahra-e-Qaideen, Karachi, Sindh",4,267 Sq. Yd.,For Sale,3,1 week ago
1202,Unoccupied Prime Location Flat Of 2400 Square Feet Is Available For sale In Shahra-e-Qaideen,Flat,PKR5.5 Crore,"Shahra-e-Qaideen, Karachi, Sindh",4,267 Sq. Yd.,For Sale,3,1 week ago
1203,End Your Search For Prime Location Flat Here And Sale Now,Flat,PKR8.25 Crore,"Shahra-e-Qaideen, Karachi, Sindh",5,444 Sq. Yd.,For Sale,4,1 week ago
1204,LUXURIOUS 3 BED BOOKING AVAILABLE,Flat,PKR3.1 Crore,"Frere Town, Karachi, Sindh",3,147 Sq. Yd.,For Sale,3,1 week ago
1205,500 SQ YARDS HOUSE FOR SALE PRECINCT-51 Bahria Town Karachi.,House,PKR4.05 Crore,"Bahria Town Karachi, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 week ago
1206,Bungalow For Sale,House,PKR15 Crore,"DHA Defence, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,2 days ago
1207,Prime Location 350 Square Yards House In North Nazimabad - Block L For Sale,House,PKR9 Crore,"North Nazimabad, Karachi, Sindh",6,350 Sq. Yd.,For Sale,6,2 days ago
1208,CHASE RESIDENCY By GFS Flat For Sale,Flat,PKR35 Lakh,PKR3 Lakh,PKR53.33 Thousand,60 Months,"Gadap Town, Karachi, Sindh",2,60 Sq. Yd.
1209,Brand New 1st And 2nd Floor Portion For Urgent Sale,Upper Portion,PKR60 Lakh,"Federal B Area, Karachi, Sindh",2,70 Sq. Yd.,For Sale,2,1 day ago
1210,HOUSE SALE IN NORTH NAZIMABAD BLOCK H,House,PKR4.4 Crore,"North Nazimabad, Karachi, Sindh",-,240 Sq. Yd.,For Sale,-,1 day ago
1211,Flat for sale North Karachi 11-C-1 Main roading facing,Flat,PKR55 Lakh,"North Karachi, Karachi, Sindh",2,78 Sq. Yd.,For Sale,2,1 day ago
1212,1st Floor Portion For Urgent Sale,Upper Portion,PKR70 Lakh,"Federal B Area, Karachi, Sindh",2,80 Sq. Yd.,For Sale,-,1 day ago
1213,Brand New Groud Floor For Urgent Sale,Lower Portion,PKR55 Lakh,"Federal B Area, Karachi, Sindh",2,65 Sq. Yd.,For Sale,2,1 day ago
1214,1st Floor Portion For Urgent Sale,Upper Portion,PKR1.05 Crore,"Federal B Area, Karachi, Sindh",3,140 Sq. Yd.,For Sale,3,1 day ago
1215,FLAT SALE IN Gulistan-e-johor Block- 18,Flat,PKR1.1 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",3,139 Sq. Yd.,For Sale,3,1 day ago
1216,Bungalow Available Sale 350 Yd West Open Gulshan e Iqbal Block 15,House,PKR9.15 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,350 Sq. Yd.,For Sale,7,2 weeks ago
1217,BRAND NEW GROUND PLUS ONE,House,PKR1.88 Crore,"Scheme 33, Karachi, Sindh",6,120 Sq. Yd.,For Sale,4,2 weeks ago
1218,Get In Touch Now To Buy A On Excellent Location Flat In Bath Island,Flat,PKR11 Crore,"Bath Island, Karachi, Sindh",5,300 Sq. Yd.,For Sale,4,16 hours ago
1219,Brand New 4 Bed Dd Apartment | Kings Highrise,Flat,PKR2.65 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",5,222 Sq. Yd.,For Sale,4,2 weeks ago
1220,240 Sqyd Bungalow New Block D Naya Nazimabad,House,PKR5 Crore,"Naya Nazimabad, Karachi, Sindh",6,240 Sq. Yd.,For Sale,6,2 weeks ago
1221,West Open Brand New 500 Square Yards Dha Phase 8 Near By Mass,House,PKR19.5 Crore,"DHA Defence, Karachi, Sindh",6,500 Sq. Yd.,For Sale,6,2 weeks ago
1222,Bungalow For Sale,House,PKR20 Crore,"KDA Scheme 1, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,2 weeks ago
1223,FLAT FOR SALE SAIMA JINNAH 2 BED DD,Flat,PKR2.3 Crore,"Malir, Karachi, Sindh",3,144 Sq. Yd.,For Sale,2,2 weeks ago
1224,FULLY RENOVATED FIRST FLOOR Flat AVAILABLE FOR SALE,Flat,PKR6 Crore,"Sea View Apartments, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,2 days ago
